id,Thương hiệu,Dòng xe,Loại xe,Dung tích xe,Giá,Số_km_da_đi,Tuoi_xe,Km_moi_nam,Tuoi_xe_x_Km,Log_Gia,full_description
582,benelli,tnt,tay côn moto,100 175 cc,17.0,15000,6.0,2459.016393442623,90000.0,2.8903717578961645,benelli tnt 125 benelli tnt tay côn moto 100 175 cc bay nhanh 17 tr còn thương lượng bao tua odo gần 15 ngàn gắn 1 số đồ như hình mới vừa vệ sinh kim phun họng nạp chạy rất êm biển thành phố hcm cavet đầy đủ 2019 bô tháo bầu nổ nghe rất lực đồng hồ bị hư mờ
583,yamaha,luvias,tay ga,100 175 cc,8.9,30000,9.0,3296.703296703297,270000.0,2.2925347571405443,bán luvias fi mới dọn bs71 yamaha luvias tay ga 100 175 cc luvias fi 2016 bs71 k9c bao tranh chấp mua bán tại nhà xe đẹp sạch sẽ êm ái phù hợp sinh viên đi làm đi chơi giá 8 tr9 có bớt sdt
584,honda,sh,tay ga,100 175 cc,78.0,7000,1.0,6363.636363636363,7000.0,4.3694478524670215,bán sh cbs 125 chính chủ biển số sài gòn honda sh tay ga 100 175 cc bán xe sh màu trắng biển số sài gòn xe chính chủ các bạn mua về chạy yên tâm đã vào một số đồ inox lh
585,honda,sh,tay ga,100 175 cc,23.0,15000,13.0,1145.0381679389313,195000.0,3.1780538303479458,honda up sh 2012 bstp honda sh tay ga 100 175 cc bán xe honda up full sh2012 ngoại hình như hình xe nhà chạy nguồn gốc rõ ràng máy móc chạy mạnh ít hao xăng ae mua về chỉ việc đổ xăng chạy biển số tp 9 nút mua bán viết giấy bao tranh chấp ae xem xe alo trực tiếp mình nhé
586,honda,future,xe số,100 175 cc,27.0,293600,6.0,48131.14754098361,1761600.0,3.332204510175204,xe nhà dư bán future đỏ đen zin chính chủ honda future xe số 100 175 cc xe honda future 125 cc nhà dùng đi chợ đi học odo 29 k chính chủ xe hơi trầy do gửi xe không té ngã máy móc đổ xăng chạy bình thường ít hỏng vặt
587,honda,cb,tay côn moto,100 175 cc,55.0,333333,43.0,7733.944315545244,14333319.0,4.02535169073515,honda cb 125 chính chủ honda cb tay côn moto 100 175 cc honda cb 125 t kg đi để lâu nay don nhà chật chổ bán về lên các kiểu tỳ thích xe nhật chứ kg phải xe china nha chính chủ
588,honda,vario,tay ga,100 175 cc,32.0,16500,6.0,2704.9180327868853,99000.0,3.4965075614664802,vario 125 2019 honda vario tay ga 100 175 cc xe 1 chủ từ đầu xem xe trực tiếp tại nhà và gặp chủ xe đúng địa chỉ trên cavet vario 2019 odo chuẩn 16500 km phát hiện tua đồng hồ tặng xe liên hệ trực tiếp chủ xe để xem xe a hưng o9o8 7 hai 7 2 sáo 1
589,honda,winner x,tay côn moto,100 175 cc,31.0,4400,1.0,3999.9999999999995,4400.0,3.4657359027997265,dư dùng bán lại winer x siêu lướt ít đi honda winner x tay côn moto 100 175 cc do k có nhu cầu sử dụng nên bán lại chiếc winer x siêu lướt màu đỏ đen xe còn bảo hành chính hãng honda odo chưa được 4 k5 do ít đi hàng tuần chạy rô đa chút xe mua mới 100 ra giấy tờ gần 41 tr chưa phụ kiện nay pass lại giá iu thương có thể bớt chút đỉnh cho anh chị thiện chí xe chính chủ bán ủy quyền hoặc rút hồ sơ gốc khi mua sẽ phục hồi nguyên trạng pass lại phụ kiện giá cực hấp dẫn nếu anh chị mua kèm xe xe đi ít và còn bảo hành hãng nên các bạn yên tâm nhé có thể nói xe còn như mới liên hệ để xem xe trực tiếp tại nhà hình chụp thật xe cá nhân chính chủ liên hệ trước khi đến để mình sắp xếp về ạ cảm ơn đã đọc tin
590,sym,attila,tay ga,100 175 cc,3.2,50000,18.0,2762.430939226519,900000.0,1.4350845252893227,bán xe atila biển số 3883 quận 6 sym attila tay ga 100 175 cc xe biển số 3883 xe máy mạnh êm ru đồ zin theo xe nhiều đèn đề xi nhan đầy đủ chân bắm thắng đĩa mua bán tại nhà có hóa đơn cửa hàng xe máy
591,honda,dòng khác,tay ga,dưới 50 cc,24.0,1000,13.0,76.33587786259542,13000.0,3.2188758248682006,julio 50 cc bản đặt biệt nhám đỏ honda dòng khác tay ga dưới 50 cc giải nghệ xe nội địa xả xả xả honda julio 50 cc nội địa nhật về zin 100 phiên bản kỉ niệm 50 năm cực đẹp cực chất lốp japan zin theo xe máy zin êm ko có đối thủ 24 tr xem xe quận 6 hcm có ship
592,honda,future,xe số,100 175 cc,21.0,61000,9.0,6703.2967032967035,549000.0,3.091042453358316,xe future 2 đã dọn sẵn nhà chật nên bán honda future xe số 100 175 cc bán xe future 2 đã dọn sẵn nhà chật nên mình bán xe chính chủ màu sơn giống cà vẹt
593,honda,vision,tay ga,100 175 cc,28.8,12000,3.0,3870.967741935484,36000.0,3.3945083935113587,vision bản cao cấp smartkey đẹp honda vision tay ga 100 175 cc dư dùng thanh lý vision đk2022 bản cao cấp xanh đen tình trạng keng sạch máy móc zin nguyên bản chăm kỹ xe bao chất ko hú ko hụp êm ru như xe điện vặn là vọt bao test mọi thể loại còn đủ 2 remote theo xe giá 28 tr8 bớt cho ae mau lẹ bstp bao ký mua bán hay ủy quyền đều ok ạh xem xe tại nhà quận 6
594,honda,sh,tay ga,trên 175 cc,111.0,22000,10.0,2178.2178217821784,220000.0,4.718498871295094,sh 300 i cuối 2015 đầu 2016 honda sh tay ga trên 175 cc xe đã dọn sạch sẽ máy móc zin vọt mạnh khuyến khích ae dắt thầy thợ theo bstp 9 chủ ae lái đừng ép giá em
595,honda,air blade,tay ga,100 175 cc,42.0,7000,2.0,3333.333333333333,14000.0,3.7612001156935624,bán xe ab gia đình đi honda air blade tay ga 100 175 cc do đi định cư cần bán gấp lại chiếc ab mẫu đặc biệt đen nhám máy zin mua head biển số tphcm cà vẹt 08 2023
596,honda,air blade,tay ga,100 175 cc,15.686868,12345,15.0,817.5496688741722,185175.0,2.814622062784105,ab up thái phun xăng fi tem zin 2011 ngay chủ honda air blade tay ga 100 175 cc xe ab fi lên thái dọn full đẹp về đổ xăng thay nhớt cứ thế mà đi thôi dàn áo mới 95 dàn chần 90 bảo đảm xem xe là thấy mê ngay cái nhìn đầu tiên full ốc salaya cuối đời 2009 đầu đời 2010 xe bao êm mạnh fix mạnh ae nào nhanh gọn lẹ bao ký mua bán rút hồ sơ gốc
597,honda,wave,xe số,100 175 cc,4.2,20000,26.0,766.2835249042146,520000.0,1.6486586255873816,wave tq 54 zz honda wave xe số 100 175 cc wave nhỏ máy đã làm 54 zz thắng đĩa máy mới làm êm mạnh còn đầy đủ dàn áo baga chở hàng cho ae
598,honda,cb,tay côn moto,trên 175 cc,145.0,26000,16.0,1614.9068322981366,416000.0,4.983606621708336,cb1000r full option đồ chơi real honda cb tay côn moto trên 175 cc đổi lên sport trải nghiệm nên tìm chủ mới cho e cb1000r 2009 hqcn abs barracuda chuẩn nét xe lên full option đồ chơi real rất nhiều chất xe cực đẹp dọn full từ trong ra ngoài đồ chơi rất nhiều đồ chơi tay côn rcs16 tay thắng brembo rcs19 bình dầu brembo khói pát bs đồ chơi tem sơn cặp vỏ dunlop dày cui quickship corona pc5 tùy chỉnh map theo pô backfire bên a định trợ lực cổ mupo pát trợ lực cnc pát kẹp điện thoại chống rung đồ chơi full bộ cổ bô titan pô arrow prorace s1000r sên vàng did phốt dĩa nhông đồ chơi xi nhan đồ chơi đèn đuôi tích hợp xi nhan bao tay cub 125 gù inox chống rung chống đổ đồ chơi đèn trợ sáng kenzo dè con cacbon cặp dĩa trước new mới thay máy móc mới bảo dưỡng full odo chưa tới 1 k km vì chỉ đi cafe loanh quanh nhà còn lịch sử bill bảo dưỡng cho ae qua xem xe ae dắt thợ theo coi test tại chỗ hk đúng như em tả tặng xe đem về xe về chơi lun khỏi tốn thêm tiền xe hqcn nên về mặt pháp lý bao chuẩn chỉnh lúa theo chủ mới chỉ 1xx xxx xxx x trung học option đồ chơi cũng vài chục tiền nào của đó xe bao ae test thoải mái khi rớt đủ tiền
599,honda,wave,xe số,100 175 cc,13.0,28700,6.0,4704.918032786885,172200.0,2.6390573296152584,wave a 2019 honda wave xe số 100 175 cc dư dùng nên bán ai cần liên hệ nha xem xe quận 6
600,honda,air blade,tay côn moto,100 175 cc,8.888888,99999,18.0,5524.806629834254,1799982.0,2.291411702508276,xe nhà đang sử dụng honda air blade tay côn moto 100 175 cc ra đi e ab 2007 xăng cơ nhà đang sử dụng bền bỉ qua năm tháng kèm phuộc yss nhún êm qua từng năm cho ae về di chuyển hoặc dọn kiểng chơi xem xe trực tiếp tại nhà quận 6
601,piaggio,dòng khác,tay ga,100 175 cc,25.0,2,23.0,0.08658008658008658,46.0,3.258096538021482,piaggio x9 dòng xe touring piaggio dòng khác tay ga 100 175 cc bán xe máy piaggio x9 125 cc chính hãng phụ tùng chính hãng
602,yamaha,nvx,tay ga,100 175 cc,36.0,23790,4.0,5802.439024390244,95160.0,3.6109179126442243,cần bán nvx v2 yamaha nvx tay ga 100 175 cc xe 9 c kí thoải mái nha ae xe bảo dưỡng hãng còn bill
603,honda,vision,tay ga,100 175 cc,17.5,13000,10.0,1287.1287128712872,130000.0,2.917770732084279,xe nữ ít chạy nhà đi định cư để lại cho người cần honda vision tay ga 100 175 cc xe nữ ít chạy nhà đi định cư để lại cho người cần máy êm bao chạy ko ngon gửi lại chủ
604,honda,cb,tay côn moto,trên 175 cc,168.8,3393,2.0,1615.7142857142856,6786.0,5.134621273877247,cb650r bssg lướt odo 3393 honda cb tay côn moto trên 175 cc không có thời gian chạy nên nhượng lại đam mê cb650r date 2022 đăng kí đầu 2023 xe có ít đồ chơi mão carbon pat nhôm bảo vệ phuộc trước chống đổ phuộc trước ốp carbon ổ khóa lọc gió kn sên vàng did japan chống đổ thân đa điểm kèn hơi cặp đèn bi cầu trợ sáng baga sau ốc ben bánh sau túi đồ chơi ốp nắp bình xăng dán keo nguyên xe dán xương cá chống trầy bình xăng pô zin vỏ zin theo xe chưa vá lỗ nào còn đường chỉ các tem zin trên xe còn đầy đủ còn đầy đủ 2 chìa zin sổ sách hướng dẫn túi đồ nghề sang tên hay ủy quyền đều được xe máy móc zin không tai nạn odo đúng bao check hãng hay gara dưới mọi hình thức xe vừa bảo dưỡng thay nhớt lọc nhớt còn hóa đơn hãng chạy đến 6 000 km mới thay nhớt tiếp xem xe tại nhà q6 xe bị trầy dấu chân ốc 2 bên phuộc trước và té ngã qua nên mình mới bán giá này nó chỉ ảnh hưởng thẩm mỹ bên ngoài chứ không ảnh hưởng gì đến máy móc mình có thể dán decal hay đèn trợ sáng che lại thì vẫn đẹp bình thường giá 168 800 000 khuyến mãi full bình xăng và ben nâng sau cho anh em mua dùng mua bán thật tình không lừa gạt hay dấu diếm để thêm vài ba triệu mà mất uy tín liên hệ viên 45 t cảm ơn
605,honda,click,tay ga,100 175 cc,46.5,90000,8.0,11111.111111111111,720000.0,3.8607297110405954,click thái 125 cc honda click tay ga 100 175 cc đk 2017 đã rớt đầu 1 chủ đứng tên có thương lượng
606,honda,wave,xe số,100 175 cc,3.5,99999,15.0,6622.450331125828,1499985.0,1.5040773967762742,cần bán đầu kéo xe lôi honda wave xe số 100 175 cc ko còn buôn bán cần thanh lý 1 xe wave rxs làm xe lôi xe bao mạnh mới làm nồi ae nào cần thì alo lh xe ở q6 ạ cảm ơn chợ tốt duyệt tin ạ
607,honda,air blade,tay ga,100 175 cc,20.0,10000,3.0,3225.806451612903,30000.0,3.044522437723423,ab125 2022 honda air blade tay ga 100 175 cc bán nhanh ab 125 2022 odo 10 000 xe zin như hình xem xe bình tân
608,honda,vision,tay ga,100 175 cc,12.0,50000,12.0,4132.231404958678,600000.0,2.5649493574615367,bán xe honda vision 12 2013 honda vision tay ga 100 175 cc xe zin nữ chạy chưa sửa chữa chỉ 1 đời chủ
609,honda,wave,xe số,100 175 cc,3.0,10000,17.0,584.7953216374268,170000.0,1.3862943611198906,xe kh dùng nữa nên bán ạ kv tphcm honda wave xe số 100 175 cc xe đã qua sử dụng vỏ ngoài hơi xấu máy êm bao tê
610,honda,wave,xe số,100 175 cc,6.5,61356,16.0,3810.9316770186333,981696.0,2.0149030205422647,nhà dư xe nên cần bán xe wave s máy chạy êm honda wave xe số 100 175 cc dư xe nên cần bán lại chiếc wave s 2009 máy chạy êm tiết kiệm xăng mới thay bình accu và thắng xe ai cần liên hệ tú xem xe sát công viên phú lâm quận 6
611,honda,ps,tay ga,100 175 cc,22.0,40800,17.0,2385.9649122807014,693600.0,3.1354942159291497,bán xe tay ga ps 150 i đời 2008 màu trắng honda ps tay ga 100 175 cc bán xe ps 150 i đời 2008 màu trắng như hình chính chủ sang tên 1 not nhạc ae ai có nhu cầu alo mình
612,honda,cub,xe số,100 175 cc,155.0,81000,28.0,2882.562277580071,2268000.0,5.049856007249537,xe cổ honda cub xe số 100 175 cc xe nhà chính chủ xe cổ không đi bán lại giấy tờ đầy đủ cần mua liên hệ
613,yamaha,exciter,tay côn moto,100 175 cc,13.5,108197,12.0,8941.900826446281,1298364.0,2.6741486494265287,exciter 2013 máy nguyên zin yamaha exciter tay côn moto 100 175 cc xe bs tiền giang 63 b3 27605 xem xe ở tân phú
614,honda,wave,xe số,100 175 cc,7.5,50000,15.0,3311.2582781456954,750000.0,2.1400661634962708,nhà nhỏ con dư khong ai chạy honda wave xe số 100 175 cc xe khong chính chủ xe chay im máy zin honda của nhật xe chay còn rất ngon
615,honda,air blade,tay ga,100 175 cc,29.0,16500,6.0,2704.9180327868853,99000.0,3.4011973816621555,honda air blade 125 2019 honda air blade tay ga 100 175 cc xe nha một đời chủ xe sử dụng khóa smarkey nước sơn zin kg dậm tút máy zin nổ êm thì thầm ace mua về chỉ sử dụng giấy tờ công chứng nhanh gọn lẹ ace cần dt nhé
616,yamaha,nvx,tay ga,100 175 cc,21.0,39000,6.0,6393.44262295082,234000.0,3.091042453358316,bán xe 155 biển số sài gòn yamaha nvx tay ga 100 175 cc xe mình đang sử dụng chính chủ công chứng nha ae
617,hãng khác,dòng khác,tay ga,50 100 cc,5.0,20000,23.0,865.8008658008657,460000.0,1.791759469228055,thanh lý hãng khác dòng khác tay ga 50 100 cc đổi xe e cần bán lại xe như hình ạ xe hk chính chủ biển số tỉnh ạ còn thương lượng thank chợ tốt duyệt
618,honda,rebel,tay côn moto,trên 175 cc,100.0,2000,6.0,327.8688524590164,12000.0,4.61512051684126,xe tay côn honda rebel 300 đen nhám zin 100 honda rebel tay côn moto trên 175 cc xe chính chủ nhập từ thái lan biển 59 sài gòn xe còn mới do ít sử dụng đã đi khoảng 1300 km dung tích 300 cc nguyên zin không độ thay phụ tùng liên hệ sđt để thương lượng giá cả
619,yamaha,pg 1,xe số,100 175 cc,32.0,598,1.0,543.6363636363636,598.0,3.4965075614664802,cần bán pg1 2024 odo 600 km mới 99 yamaha pg 1 xe số 100 175 cc đổi thể loại nên mình cần bán pg 1 màu vàng dkld 2024 xe mới 99 ko 1 vết trầy xe odo 598 km chưa tới 600 km đã dzô sẵn ghi đông daytona làm yên bánh mì mua bán tại nhà công chứng sang tên nhanh gọn
620,sym,attila,tay ga,100 175 cc,1.8,30000,16.0,1863.3540372670807,480000.0,1.0296194171811581,atila vitoria màu đen máy êm zin sym attila tay ga 100 175 cc nhà có xe atila 2009 zin nguyen thuy viết giấy bao tranh chấp mua ban tai nha ai có nhu cau gọi cam on đã duyệt tin
621,yamaha,exciter,tay côn moto,100 175 cc,37.0,8500,1.0,7727.272727272727,8500.0,3.6375861597263857,xe côn tay exciter 155 vva v2 mới 95 yamaha exciter tay côn moto 100 175 cc không có nhu cầu sử dụng cần bán gấp ex155 v2 bản cao cấp
622,yamaha,freego,tay ga,100 175 cc,17.4,27000,4.0,6585.365853658537,108000.0,2.91235066461494,cầm đồ thanh lý yamaha freego tay ga 100 175 cc mua bán tại cửa hàng không qua trung gian sdt
623,honda,vario,tay ga,100 175 cc,39.8,20000,4.0,4878.048780487806,80000.0,3.708682081410116,vario 150 2021 zin keng bstp honda vario tay ga 100 175 cc vario 150 2021 bstp bao ký ủy quyền hay mua bán đều ok ạh xe zin all chưa rớt đầu nồi chưa mở ốc xe chạy bao êm bốc ko hú hí còn đủ 2 remote giá 39 8 tr hoặc gl xe ga khác ạh xem xe tại nhà quận 6 ạh
624,honda,sonic,tay côn moto,100 175 cc,16.5,50000,6.0,8196.72131147541,300000.0,2.8622008809294686,honda sonic 2019 bstp btc honda sonic tay côn moto 100 175 cc sonic 2019 bstp bao tranh chấp ko có cccd chủ xe máy êm zin full chức năng xe đẹp chăm sự ae kết nối dùm ạ
625,honda,air blade,tay ga,100 175 cc,15.0,60000,13.0,4580.152671755725,780000.0,2.772588722239781,xe ab chính chủ honda air blade tay ga 100 175 cc giữ lại biển số xe liên hệ để biết thêm chi tiết
626,honda,future,xe số,100 175 cc,28.5,19000,3.0,6129.032258064516,57000.0,3.3843902633457743,honda future đk 2022 xe trùm mền bstp honda future xe số 100 175 cc không sử dụng tới cần bán xe nhà ít sử dụng còn cực kỳ đẹp 1 chủ sử dụng rất là kỷ không tỳ vết bảo dưỡng thường xuyên nên máy êm ru không tiếng động lạ bao ra hãng kiểm tra xe chưa động chạm gì hết lh ngay chủ bán không qua cò lái không nhận tn dưới mọi hình thức ae thông cảm
627,honda,sh mode,tay ga,100 175 cc,60.0,32000,2.0,15238.095238095237,64000.0,4.110873864173311,bán xe sh mode honda sh mode tay ga 100 175 cc do nhu cầu vợ mình muốn đổi sh 160 cần ra đi chiếc sh mode xám xi măng tình trạng xe đẹp còn mới 95 ko một vết trầy xe dán keo nguyên chiếc mới thay 1 cặp vỏ michelin nhớt máy nhớt láp mới thay luôn mua về chỉ việc chạy ko cần làm gì nữa hết mua bán công chứng chính chủ chỉ tiếp người thiện chí mua sài miễn tiếp cò lái
